,회사,공고제목,주소,경력,기술
0,아이투맥스,Java 개발자(3년 이상 / 부산),부산,경력 3-10년,3년이상의Java개발경험
0,아이엠지베이스,iOS 개발자,경기 용인시,경력 7-15년,"5년이상의객체지향프로그래밍경력,3년이상의iOS개발경력혹은그에준하는실력•사진,비디오촬영을즐겨하며,비디오편집프로그램에대한이해도가높은분•동료와소통하며지속적으로앱개선하는것을즐기시는분•계획적으로일을진행하여꼼꼼하게처리할수있는분•자신이맡은분야를주도적으로이끌어나갈수있는분[근무조건]•정규직(수습기간3개월)•실력과경력에따른연봉측정과스톡옵션부여•근무지:경기도용인시수지구광교중앙로338A동702호"
0,인터엑스,[서울] SW 설계 및 개발자,서울 금천구,경력 3-10년,"이런분이필요해요!], 3년이상의경력을갖추신분, Python기반API및Backend개발경험이있으신분, RESTAPI개발경험이있으신분, 비즈니스요구사항에따른DB설계경험이있으신분, UML작성경험이있으신분, SW설계경험이있으신분[업무에꼭필요한기술스택입니다!], UML, Python, RESTAPI, MariaDB,PostgresqlDB,MS, SQL,Oracle등2개이상RDB사용"
0,코넥티브,Backend Engenieer,서울 강남구,경력 5-8년," 컴퓨터공학관련이공계학사이상이신분, 의료데이터를이용한데이터경험이있으신분, 형상관리툴사용가능하신분, 업무시원활하고원만한의사소통이가능하신분, 자기주도적으로목표를수립하고업무가가능하신분"
0,데이블(Dable),[Y-DSP] Backend Engineer,서울 강남구,경력 5-8년,"래와같은기술을활용하여개발합니다.경력개발자에게는다수의기술에대한높은숙련도가요구됩니다.•제품과비즈니스의성공을목적으로보유한개발역량을사용하고자하시는분•컴퓨터과학분야의전문학사학위이상또는이에상응하는소프트웨어엔지니어경력•5년이상의프로그래밍경험•5년이상의개발자로서서비스운영경험•JavaScript및TypeScript에대한높은이해•Node.js를이용한웹서버개발경험및서버기술에대한높은이해•Redis,MySQL등의데이터베이스사용및연동•Git등버전관리도구에대한이해및CodeReview과정에대한익숙함•업무를같이진행하는동료와의원활한커뮤니케이션및협업능력•팀과프로젝트의목표를이해하고,목표달성을위한방향으로개발사항과액션아이템을스스로고민하시는분•내가개발하는제품의비즈니스영향도에대해고민하시는분"
0,스펙터,백엔드 개발자(Java) 5년 이상,서울 강남구,경력 7-15년," SpringFramework기반웹어플리케이션개발및운영경험3년이상혹은그에준하는경험과역량을보유한분, RESTAPI개발및문서화경험, 데이터구조설계및PostgreSQL등RDBMS혹은MongoDB사용경험이있는분, Linux/Unix기본명령어활용가능한분, AWS등퍼블릭클라우드환경에서개발,운영경험이있는분"
0,코콤,플랫폼전략 서버(Back-end) 개발자,서울 강서구,경력 3-10년,초대졸이상•경력(3년이상)
0,빅픽처인터렉티브,풀스택 개발자,서울 금천구,경력 4-10년," 경력4년이상, 프로젝트를런칭해본경험이있는분"
0,제이앤피메디(JNPMEDI),[100억↑투자] Fullstack Software Engineer,인천 연수구,신입-경력 2년,"웹서비스개발경력이1년이상인분또는그에상응하는경험이있는분•스타트업조직문화경험이있거나,새롭게만들어가는과정에거리낌없이도전적인분•(FE)한가지이상의Framework에대해서동작방식을이해하고설명할수있는분•(BE)한가지언어이상으로웹서비스를주도적으로설계하고개발할수있는분"
0,서울랩스,프론트엔드 개발자 (3년 이상),서울,경력 3-10년,"3년이상웹프론트개발ㆍHTML,CSS,Javascript에대한이해가깊으신분ㆍReact,Vue등모던SPA프레임워크사용에능숙하신분ㆍ백엔드,기획,디자인등다양한파트와의원활한커뮤니케이션이가능하신분"
0,케이스마텍,시스템엔지니어(SE),서울 금천구,경력 5-12년,2년이상의Cloud인프라구축/운영경험을보유한분•2년이상의Kubernetes구축및운영경험을보유한분•LinuxServer운영및기본보안취약점조치경험을보유한분•ShellScript를활용하여간단한자동화배치진행이가능하신분•SE업무경력5년이상
0,리본솔루션,프론트엔드 개발자(다트&플러터),인천 남동구,경력 1-5년,모바일개발및유지보수경력1년이상•Flutter개발1년이상(*없을경우우대사항확인)
0,구름,풀스택 개발자(4년 이상),경기 성남시,경력 4-10년,"4년이상의유관경력이있는분•React,NodeJS경험이있는분•초대졸이상(졸업예정자가능)•(남성의경우)병역의의무를마친분또는군면제자"
0,더블유클럽,개발팀장 (3년이상),서울 강남구,경력 4-8년,"3년이상의개발팀매니징/리딩경험•Node.js,TypeScript,Flutter개발환경의경험이있으신분•AWS환경에서일한경험이있으신분•요구사항을파악하여데이터모델과시스템을설계한경험이있으신분•컴퓨터공학전공혹은그에준하는전공및지식보유자"
0,엠포스,프론트엔드 개발자 (5년 이상),서울 서초구,경력 5-10년,"5년이상의프론트엔드개발경력또는그에준하는실력을갖춘분•React,Vue,Typescript,Javascript,HTML5에대한일정수준이상의지식을갖춘분•아키텍처설계및제안,코드리뷰,테스트등품질향상을위해적극적이신분•기획/디자인/백엔드등다양한파트와원활하게소통하고협업할수있으신분•사용자경험증대를위한UI/UX에관심이있으신분"
0,인디제이,백엔드 개발자,광주 동구,경력 1-10년,"Node.js기반의백엔드개발경험있으신분•TypeScript,Java등강타입언어의개발경험있으신분•MYSQL(MariaDB)/PostgreSQL과같은관계형데이터베이스사용및설계경험있으신분•기본적인SQL문법,JOIN,Subquery등활용가능하신분"
0,재담미디어,프론트엔드 개발자,서울 마포구,경력 5-15년,"ReactNative를이용한프로젝트개발경험•PlayStore,AppStore에앱출시경험•웹뷰를통한웹프로젝트와연동경험•Redux,zustand등상태관리패턴사용경험•ReactComponentLifeCycle및ReactHook의개념을이해하고활용가능자"
0,마켓디자이너스,[튜터링] AI Product Software Engineer(4년이상),서울 강남구,경력 1-10년,이런분을찾고있어요!＞•React와Next.js에대한이해도가높으신분•Frontend개발경력4년이상이신분•Typescript개발에능숙하신분•웹뷰개발에익숙하신분•디자인시스템을기반으로컴포넌트라이브러리를개발한경험이있으신분
0,투스카이,웹개발자,서울 성동구,경력 5-15년,성별무관•연령무관
0,피에로컴퍼니,[폰고] 시니어 백엔드 Tech Lead,서울 강남구,경력 5-10년,"백엔드개발경력5년이상이며팀리딩경험을보유한분•SQL쿼리튜닝등데이터베이스성능향상경험이있으신분•AWS를이용한인프라운영경험이있으신분•효율적인코드아키텍쳐를구상하고가독성뛰어난코드작성에능하신분•RDBMS,NoSQL등데이터베이스에대한이해와데이터모델링경험이있으신분•코드리뷰와테스트코드작성능력이있으신분"
0,에이지,개발 팀장,서울 영등포구,경력 5-10년,"프론트/백앤드멀티풀이가능하신분•5년이상또는그에준하는서비스개발실무경험을가지신분•주어진업무외에주도적으로문제를발견하고분석하여솔루션을제안할수있는분•이커머스를구축해보신경험이있으신분•확장가능한개발을지향하며리팩토링,버전관리(Git)등의체계적인코드관리에익숙하신분"
0,세컨신드롬,[100억↑투자] [미니창고 다락] iOS 개발자,서울 강남구,경력 3-20년," 5년이상의iOS개발경험, CS기본과목(자료구조,네트워크)에대한기본적인이해, Swift프로그래밍언어에대한이해, MVVM패턴에대한이해, SwiftUI,Combine사용경험"
0,벨루가브루어리,백엔드 개발자 (2년 이상),서울 마포구,경력 2-9년,"에대한서비스를만들어야하기때문에술을좋아하다못해사랑하시는분이오시면좋겠어요.최신기술도입에거부감은없지만트렌드만너무좇지않고,오버엔지니어링을지양하며서비스와규모에맞는적정기술을좋아하시는분을찾아요, 파이썬백엔드개발경력2년이상이신분, 커머스/오픈마켓/주문중개특성을이해하고개발경험이있으신분, Python,Django,DjangoRestframework로서버개발해보신분, Cache를이용한DB성능최적화(인덱싱,정규화,쿼리등)및ORM최적화경험이있으신분, AWS를이용한인프라운영경험이있으신분, Nginx웹서버구축,최적화경험이있으신분"
0,데이오프컴퍼니,프론트엔드 개발자 (시니어),서울 강남구,경력 8-20년," HTML5,React를이용해서비스개발,운영할수있는분, Web, App형태서비스개발,운영, 관련경력8년이상, 함께일하는사람이중요한문화, 원활한커뮤니케이션능력, 능동적으로개발팀문화를건강하게만들어가실분"
0,엔비티(NBT),[애디슨] 백엔드 엔지니어,서울 서초구,경력 6-15년,"백엔드개발,운영실무6년이상또는그에준하는역량을보유하신분•RESTfulAPI에대한경험및이해도가있으신분•외부서비스또는조직이제공하는API를명세서에따라내부시스템과연동해본경험이있으신분•대용량트래픽서비스를개발및운영을해본경험이있으신분•RDBMS,NoSQL,Redis등대용량데이터를위한스토리지경험이있으신분"
0,미트박스글로벌,JAVA 개발자,서울 강남구,경력 2-10년,"유관경력2년이상보유하신분•Springframework,MyBatis기반개발경험이있는분•Javascript등Front, end에대한이해와개발경험이있는분"
0,피나클 FINAKLE,Backend Developer (Leader / Senior),경기 성남시,경력 7-10년,"백엔드개발경력7년이상혹은이에준하는프로젝트개발경험을보유하신분•Python기반프레임워크및AWS를통한웹서비스구축경험이충분히있으신분•비즈니스핵심을이해하고효율적인데이터구조및API설계가가능하신분•관계형데이터베이스설계,모델링및운영경험•실제엔드유저대상서비스개발및운영경험이있으신분•개발팀의팀원들을매니징하며팀을리딩한경험이있으신분"
0,데이오프컴퍼니,백엔드 개발자 (시니어),서울 강남구,경력 8-20년," Spring, boot,kotlin,Mysql을이용해서비스개발,운영할수있는분, REST, API형태모바일앱Back, end서비스개발,운영, AWS서버시스템구축,운영, 관련경력8년이상, 함께일하는사람이중요한문화, 원활한커뮤니케이션능력, 능동적으로개발팀문화를건강하게만들어가실분"
0,젠다카디언,"임베디드 SW 연구원/연구보조원(SW 개발 및 테스트, 신입~2년)",서울 성동구,신입,"전자,컴퓨터계열전공•학사이상또는전문학사이상(전문학사의경우,기업부설연구소연구전담요원자격조건에의해관련업무2년이상경력필요)•C프로그래밍사용경험있으신분"
0,라플라스테크놀로지스,데이터 엔지니어,경기 성남시,경력 3-10년,"시드~시리즈A라운드스타트업경험•데이터엔지니어경력(데이터파이프라인개발경험)•실서비스운영경험(게임,앱등)•k8s에대한이해•국내외유수의대학에서정량적,분석적분야와관련된전공(예.수학,컴퓨터공학,물리학,산업공학,금융공학등)으로학사,석사혹은박사학위를취득하신분•컴퓨터공학전공자혹은그에준하는전공지식을보유한자"
0,메디허브,백엔드 개발,서울 서초구,경력 6-10년,"5년이상Java/Spring기반서버개발경험이있으신분ㆍ중대형B2C또는B2B플랫폼개발업무를3년이상경험하신분ㆍHTTP(RESTful)Api에대한설계및개발경험이있으신분ㆍAWS,GCP등CloudInfra기반개발경험이있으신분ㆍ대용량데이타처리를기반으로스키마설계경험이있으신분ㆍRDBMS,NoSQL에대한이해도가있으신분ㆍ형상관리시스템을통한협업경험또는역량이있으신분ㆍ기술스택, Java17/Springboot(3.x)/SpringSecurity, GitlabCI/CD/SVN, Docker&Docker, compose/AWS(EC2,RDS,S3), JPA/QueryDSL/Mybatisㆍ해외여행에결격사유가없으신분※포트폴리오제출필수"
0,핏투게더,백엔드 개발자 (7년차 이상),서울 용산구,경력 7-15년," Java/Spring기반백엔드개발경험이최소3년이상있으신분(또는이에준하는이해도를갖추신분), 자료구조,알고리즘을적절히활용하여문제를해결하실수있는분, 동료와소통하며팀과제품을함께발전시킬수있는분, CloudInfra(AWS)에대한이해및경험이있으신분, 동료와소통하며팀과제품을함께발전시킬수있는분"
0,가온브로드밴드,임베디드 리눅스 개발자,경기 성남시,경력 5-15년,"C,Java개발경험•개발경력5년이상"
0,모라이(MORAI),SW Engineer(Intelligent Agent팀) (전문연구요원 가능),서울 강남구,경력 1-10년,"자율주행알고리즘(인지/판단/제어)분야에대한이해도가있으신분(특히판단알고리즘에대한숙련도)•컴퓨터공학,소프트웨어공학및최적화알고리즘에대한숙련도가있으신분•시나리오표준규격에대한이해도가있으신분•여러프로그램의비동기상호작용으로인한복잡한SW버그해결능력을갖추신분"
0,소셜인프라테크,백엔드 개발자(2년 이상),서울 강남구,경력 2-5년,"백엔드경력2년이상또는Node.js,Typescript,Python중하나이상에능숙하신분•RESTAPI/RPC와컴퓨터네트워크에대한이해가높으신분•클라우드기반(AWS)서비스를이용한개발에익숙하신분•Linux서버개발환경에익숙하신분•동료들과원활하게협업할수있는커뮤니케이션역량을보유하신분•복잡하고,불명확한상황에서유연한생각으로팀과함께소통하면문제를정의하고해결할수있는분"
0,이팝소프트(말해보카),풀스택 개발자,서울 강남구,경력 5-10년,5년이상의개발경력을보유하신분
0,소프트웨어인라이프(Docswave),Docswave(SaaS형 그룹웨어) 시니어 개발자,서울 강남구,경력 8-15년,"경력8~15년내,책임(수석)급시니어(Senior)개발자•CloudComputing(GCP,AWS)환경하에서Service개발및구축경험자•전자결재서비스개발경력•그룹웨어서비스개발경력•서비스운영개발경력•원활한커뮤니케이션스킬보유"
0,발란(BALAAN),데이터베이스 관리자 (DBA),서울 강남구,경력 5-20년,DB관련업무경력5년이상자•Mysql(MariaDB)서비스운영및시스템구축경험자•MongoDB서비스운영및시스템구축경험자•DBMS의이중화구성및백업/복구경험•MongoDBReplSet구성및운영경험•QueryTuning및Deadlock해결능력•DBTroubleShooting경험자•RDBDataModeling경험자•클라우드환경에서의DBMS운영경험자
0,팹(PAP),"React, ReactNative 개발자",서울 서초구,경력 5-10년,"ReactJS또는ReactNative를사용한프론트엔드개발경력5~7년이상•github,jira등협업도구사용에어려움이없으신분"
0,발란(BALAAN),Sr. 백엔드 엔지니어 (어드민),서울 강남구,경력 5-15년,"커머스업계內6년이상의개발경력,또는이에준하는역량•Node.js백엔드개발과운영경험(Node.js14.x~16.x,pm2)•AWS의다양한서비스(ec2,s3,cloudfront,rds등)사용경험•MySQLDB설계및관리경험(테이블설계,인덱스,쿼리튜닝,백업및복구)•MongoDB사용경험•Git을통한협업경험•Linux기본관리능력(기본명령어,쉘스크립트등)•외부API연동경험/RESTful서비스개발경험•HTML,CSS,JS등을이용한화면개발경험및템플릿(Bootstrap등)사용경험•서비스의설계부터개발및운영까지참여한경험"
0,푸드테크,델파이 개발,서울 강남구,경력 2-10년,"WindowsOS기본이해가있으신분•Widnows용클라이언트응용프로그램개발경험3년이상이신분•Delphi,C++,C#,VB6.0등다양한클라이언트프로그램사용이가능하신분"
0,텐엑스,프런트엔드 개발자,부산 남구,경력 3-10년,"2년이상프런트엔드개발경력또는그에준하는경험을갖추신분•Angular프레임워크사용에능숙하거나배울의향이있으신분•HTML,CSS,javascript에대한이해가깊으신분•버전관리(Git)가능하신분"
0,피나클 FINAKLE,백엔드 개발자,경기 성남시,경력 2-3년,"최소2년이상•Python기반프레임워크경험이있으신분(FastAPI,Flask,Djangoetc.)•AWS를활용한배포경험이있으신분•다른포지션과협업및프로덕션경험이있으신분•증권계좌연동,금융공공API연동,금융기관등외부시스템연동및사용경험이있으신분"
0,스매시,테니스 스윙솔루션 소프트웨어 엔지니어,서울 강남구,경력 5-8년,"4년이상python을통해서api를개발경험•AWS클라우드환경에서서비스개발,배포및운영경험•관련학과졸업자"
0,멜로우컴퍼니(Mellowcompany),웹 개발자,경기 용인시,경력 3-5년,"PHP,Laravel을사용하시는분•HTML/CSS/Javascript에대한기본적인이해•MariaDB,MySQL등관계형DB설계와쿼리에익숙하신분•자발적이고능동적인태도로배움에대한의지가있는분"
0,에쓰오씨소프트,보안 엔지니어,경기 수원시,경력 3-10년,"안점검가능자1)모의해킹기술(웹어플리케이션및모바일앱등)2)서버/인프라등보안점검(체크리스트기반보안설정등점검)3)클라우드보안점검(AWS,Azure,GCP등클라우드보안기술)"
0,케이티(KT),[R&D] LLM 응용,서울 서초구,경력 1-15년,"최신딥러닝알고리즘관련기술에대한이해•DL프레임워크(Tensorflow,PyTorch등)개발경험•Pythonprogramminglanguage역량•언어모델파인튜닝설계,파이프라인개발경험•Python/Go/Java/C++프로그래밍언어개발경험•클라우드/컨테이너및OpenAPI개발경험•인공지능,기계학습,자연어처리분야에서의실무경험•다양한AI모델및알고리즘에대한실무적이해와적용경험•대규모데이터셋활용한성능평가경험•성능평가프레임워크개발경험[공통요건]•정규4년제대학기졸업자•남성의경우,병역필또는면제자•해외여행/체류에결격사유가없는자•채용유형:일반직(정규직)•근무지:서울(우면)"
0,아하랩스,웹 프론트엔드 개발자(4년이상),경기 성남시,경력 4-8년,4년제대학교졸업및컴퓨터관련분야전공•4년이상의Node.js기반프론트엔드개발및운영경험•2년이상의React개발경험•HTML/CSS에대한능숙한개발경험•UI/UX성능&속도개선개발경험•Git등VCS에대한이해및사용경험•원활한커뮤니케이션능력
0,슬링,iOS 개발자,서울 강남구,경력 4-10년,"발자로서, Swift로된프로젝트를이해하고주어진업무를해낼수있는분, 피쳐개발의일부분이아닌어떤피쳐하나를책임져서만들어보신분, 앱안정성관리를해보신분, 서비스배포플로우가익숙하고때에따라CI/CD혹은fastlane을통해서더나은배포환경을시도해보신분, 기본적인어플리케이션개발에있어서메이저피쳐들은다루어보았고,회사에따라아키텍처에대한고민,인프라작업,모듈화등보통의업무와는다른업무를겪어보신분동료로서, 먼저의견을제시하고주도적으로일할수있는분, 원활한커뮤니케이션능력을가지신분, 새로운기술에거부감없이적응할수있는분, 서비스도메인을이해하고직원모두가같은언어로얘기하는것의중요성에대해알고계신분, 내가어떤종류의일을좋아하는지알고확실하게얘기할수있는분"
0,인터엑스,[울산] 프론트엔드 개발자,울산 남구,경력 2-10년,"이런분이필요해요!], React.js등웹프레임워크에대한이해를갖추신분, HTML,CSS,JS에대한경험이있으신분, RESTfulAPI에대한이해를갖추신분, 위경험이2년이상이신분[업무에꼭필요한기술스택입니다], HTML, JavaScript, CSS, React.js"
0,인터엑스,[서울] C# .NET 개발자,서울 금천구,신입-경력 10년,"이런분이필요해요!], C#이용한개발경험이있으신분, 데이터베이스설계경험이있으신분, 표준프로토콜(ex.Modbus)을이용한통신어플리케이션개발경험이있으신분[업무에꼭필요한기술스택입니다!], C#,.NetCore, WPF,Blazor등관련UI개발경험"
0,라이언로켓,시니어 백엔드 개발자 (5년 이상),서울 중구,경력 5-10년," 3년이상의백엔드개발경험, Python및django프레임워크를활용한개발경험, Jira,Git을활용한애자일개발프로세스경험, AWS,GCP등의Cloud사용경험, 어려운문제를도전적인해결책을활용해풀어내는일을즐기시는분, 다양한직군의팀원들과원활한협업이가능하신분"
0,에임(AIM),시니어 소프트웨어 엔지니어,서울 강남구,경력 5-12년,"컴퓨터과학이나비슷한분야(전산,전자,수학등)의학사이상혹은이에준하는역량을가진분이필요해요.•2개이상의ProgrammingLanguage(Python,C++,Javascript등)구사에자신있는분이필요해요."
0,플루닛,웹 서비스 개발자(프론트엔드) - 4년이상,서울 강남구,경력 4-6년,"(필수)React기반의웹애플리케이션개발경력2년이상□(필수)네트워크프로그래밍:백엔드서버와의동기및비동기통신모듈개발경험필수, Javascript,Typescript및Java언어숙련자, Public&PrivateCloud(AWS,Azure,NBP등)상에서의서비스개발경험, 데이터베이스클러스터링,서버클러스터링업무가능자, 자료구조및알고리즘에대한이해, GitLab기반형상관리시스템사용가능자, 요구사항분석및관리기반의프로젝트수행"
0,루와콘텐츠그룹,백엔드 서버 개발자(9년차 이상-고급),서울 구로구,경력 9-20년,"경력8년이상의java개발숙련자•전자정부프레임워크3.1ver이상개발경험자•API개발및연계개발경험자•수도권내공공기관상주또는부분상주(주2~3회)업무수행가능자•개발자,디자이너와의원활한커뮤니케이션가능자•해외출국에결격사유가없는분"
0,블로코(blocko),Software Engineer(블록체인 유지보수),경기 성남시,경력 2-10년," Golang개발경력2년이상, 대용량데이터,쓰레드프로그래밍에익숙한분"
0,제이앤피메디(JNPMEDI),[100억↑투자] Senior Fullstack Software Engineer,인천 연수구,경력 5-30년,"웹서비스개발경력이5년이상인분또는그에상응하는경험이있는분•컴퓨터공학전공혹은그에상응하는지식을보유한분•스타트업조직문화경험이있거나,새롭게만들어가는과정에거리낌없이도전적인분•MSA(MicroServiceArchitecture)에대해설계,개발해본경험이있는분•한가지이상의Framework에대해서동작방식을깊이있게이해하고설명할수있는분•한가지언어이상의언어에대해서전문성을보유한분•사용기술스택, FE:React(Typescript),jsx(tsx)/sass,CI/CD(GithubActions), BE:Node.js(Typescript),MySQL,AWS,CI/CD(GithubActions)"
0,바리코퍼레이션(BareeInc),Back - end Engineer,서울 서초구,경력 1-10년," 백엔드개발경력3년이상또는그에준하는경험을가지신분, AWS,Node.js,TypeScript,PostgreSQL기반웹애플리케이션개발이가능하신분, 웹프로토콜및인프라에대한이해를갖추신분, 대용량트래픽을위한설계및구현에대한이해를갖추신분, 효율적인DatabaseSchema설계가가능하신분"
0,니어브레인,Unity3D/Unreal Engine 개발자,서울 강남구,경력 5-10년,".컴퓨터공학에대한전반적인지식을갖추신분2.C#,C++등Unity혹은Unreal프로그래밍능력을갖추신분3.VR개발경력이5년이상이신분4.Unity혹은Unreal에서사용할수있는기술영역을이해하고활용하실수있는분5.Confluence,Jira,Teams등의협업도구활용능력이있으신분6.업무에대한열정과책임감이있으신분7.팀워크가좋으며원활한커뮤니케이션능력을갖추신분"
0,어라운더블,개발 팀장,서울 송파구,경력 5-20년,"JavaScrpitSpringFramework기반백엔드설계경험자•AWS경험이있으신분•기업내IT조직및스타트업에서Teamlead이상을맡아보신분•웹/앱서비스런칭및개발경험이있으신분•기술관련,기획자/디자이너등비개발자와의원활한소통이가능하신분•자신의뚜렷한개발철학을가지신분•Lean한목표설정및로드맵수립경험을가지신분•풀스택개발커리어를가지신분"
0,어크로스비,[신입] 서비스 개발(전문연구요원),서울 서초구,신입," 전문연구요원자격요건을갖춘분(2024년2월졸업예정자포함), frontend혹은backend개발경험"
0,디케이테크인,카카오i AI 플랫폼 iOS 개발 및 운영,경기 성남시,경력 5-12년," 상용서비스개발및운영경력5년이상, iOS개발5년이상, Swift를사용한앱개발이가능하신분, SDK및프레임워크에대한이해도가높은분, 구조적인사고와문제해결능력이뛰어난분, 동료들과지식을함께공유하고성장하는것을지향하는분, 협업의가치를중시하고커뮤니케이션에어려움이없는분"
0,헥슬란트,Flutter 모바일 개발자,서울 강남구,경력 1-10년," 앱개발및운영을경험해보신분, Flutter로앱개발및상용화경험이있으신분, iOS앱개발및스토어배포숙련된분, Mission, Critical한서비스운영환경을즐기며높은책임감으로탄탄한서비스를같이만들어갈수있는분"
0,모라이(MORAI),3D Graphics Engineer,서울 강남구,경력 1-15년,"Python,C++,C#고급개발능력이있으신분(최소1개이상)•ComputerScience,SoftwareEngineering,알고리즘,자료구조,등에대한충분한기본지식을갖추신분•기하학,선형대수,컴퓨터그래픽이론,등에대한충분한기본지식이있으신분•원활한커뮤니케이션및협업능력이있으신분"
0,아이엠에스이,부품개발 PM,경기 성남시,경력 10-15년,경력10년~15년•전자공학/컴퓨터공학/정보통신공학계열의전공•자동차전장업무경험10년이상•해외여행에결격사유가없는자
0,한국모바일결제,시니어 백엔드 엔지니어 (4년 이상),서울 강남구,경력 5-10년,"백엔드개발경험이4년이상있으신분•Node.js사용이능숙하신분•하나이상의언어를능숙하게다루는분•클린코드,좋은설계를위한고민을해보신분•안정적으로운영되는서비스를개발해보신분"
0,알스퀘어,[1100억↑투자] 프론트엔드 개발 팀장,서울 강남구,경력 10-20년,"SW개발경력10년이상•웹프론트엔드,백엔드,데이터베이스,클라우드,모바일앱개발에전반적인이해와경험•코딩과코드리뷰에직접참여할수있는높은수준의hand, on역량필수•7인이상규모팀의리더경험•성능최적화,운영비용최소화등효율성관점의개발활동에대한이해•코치마인드및후배양성경험"
0,튠잇,백앤드 서버 개발,경기 성남시,경력 5-20년," 유관경력5년이상보유하신분, 글로벌서비스개발유경험자, NoSQL프로젝트,대용량데이터처리유경험자, AWS로프로젝트진행다수경험자, 모바일환경의서버API개발유경험자, 논리적이고커뮤니케이션역량이뛰어난자, 차량에대한관심이남다르고얼리어뎁터성향인자"
0,구름,알고리즘 코딩 테스트 문제 제작자,경기 성남시,신입-경력 10년,"자격요건]•알고리즘등전산학에대한깊은지식이있는분•알고리즘문제풀이경험및코딩테스트경험이많이있는분•다양한실무경험을기반으로코딩테스트문제관련아이디어가있는분•IT분야지식및신기술관련정보에대한끊임없는탐구자세가있는분•소프트웨어개발스택에대한배경지식이있는분•불확실성이높은영역에서해결책을찾는능력이있는분•초대졸이상학력이있는분(졸업예정자가능)•(남성의경우)병역의의무를마치신분또는군면제자인분•전문연구요원,산업기능요원지원가능"
0,이큐브랩 (Ecube Labs),[100억↑투자] Sr. Back-end Engineer,서울 구로구,경력 5-15년," 만5년이상의Back, end개발경험또는이에준하는지식보유, TypeScript를이용한제품개발경험보유, 도메인주도설계기반의모델링경험보유, TypeORM와같은ORM을이용한제품개발경험보유, RDB에대한경험, TDD/BDD경험보유"
0,유에이치씨,Django 백엔드 개발자,서울 강남구,경력 5-10년,DjangoRESTAPI개발경력(3~5년)•MySQL또는MSSQL경력(3~5년)•컴퓨터공학또는공대졸업자•클라우드환경의개발경력(1~3년)•새로운기술습득에꺼림이없는분•로그인서버개발유경험자(개발부터유지보수까지)•의사소통이잘되고적극적인분•개발에열정이있는분•B2BAPI개발유경험자
0,소만사,(C++기반) 네트워크 보안 에이전트 개발,서울 영등포구,경력 2-7년, 본인경력에준하는프로그래밍지식및스킬
0,다큐브(daquv),프론트엔드 개발,서울 영등포구,경력 5-10년,"프론트엔드개발실무경력5년이상•React,Angular프레임워크기반개발경험이있으신분•기획/디자인/운영등다양한직군과같이문제를정의하고해결해나갈수있는협업능력을보유하신분"
0,유니메오,백엔드 개발자 (과장급),서울 서초구,경력 6-10년,유관경력만5년이상•SpringBoot사용경험을보유하신분•RESTfulAPI기반설계및개발경험을보유하신분•DB설계및개발경험을보유하신분•Git을통한형상관리경험을보유하신분
0,다이렉트클라우드랩,백엔드 엔지니어,서울 강남구,경력 3-10년,경력:3년~10년•Golang백엔드개발2년이상•클라우드(AWS)인프라위에서서버개발및관리경험•새로운언어및기술환경학습에대한거부감이없는분•원활한커뮤니케이션능력
0,인터엑스,[서울] 풀스택 개발자,서울 금천구,경력 5-15년,"이런분이필요해요!], 3년이상의경력을갖추신분, Python기반API및Backend개발경험이있으신분, RESTAPI개발경험이있으신분, 비즈니스요구사항에따른DB설계경험이있으신분, UML작성경험이있으신분, SW설계경험이있으신분[업무에꼭필요한기술스택입니다!], UML, Python, RESTAPI, MariaDB,PostgresqlDB,MS, SQL,Oracle등2개이상RDB사용"
0,플루닛,웹 서비스 개발자(프론트엔드) - 리더(7년이상),서울 강남구,경력 7-10년,"(필수)React기반의웹애플리케이션개발경력2년이상□(필수)네트워크프로그래밍:백엔드서버와의동기및비동기통신모듈개발경험필수, Javascript,Typescript및Java언어숙련자, Public&PrivateCloud(AWS,Azure,NBP등)상에서의서비스개발경험, 데이터베이스클러스터링,서버클러스터링업무가능자, 자료구조및알고리즘에대한이해, GitLab기반형상관리시스템사용가능자, 요구사항분석및관리기반의프로젝트수행"
0,슬로그업,[Alert] 프론트엔드 프로덕트 엔지니어 (신입),서울 마포구,경력 2-3년,"로그업에서프론트엔드프로덕트엔지니어롤을수행하기위해선아래와같은요건이필요해요.또한해당요건의업무능력강화를위한교육이마련되어있어요., 2년이상의프로덕트개발경험이있거나그에준하는실력이있으신분, Typescript/React/ReactNative사용이가능하거나새로운언어학습에부담이없으신분, RestAPI에대한이해도가있으신분, 디자인된결과물을효과적으로퍼블리싱할수있는분"
0,지엔,IoT 보안 R&D 팀장급,서울 영등포구,경력 7-12년,"학력:학사이상•경력:관련분야7년이상•리버스엔지니어링,Web해킹,시스템해킹가능"
